pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_masse,pl_massj,pl_radj,pl_radj,pl_dens,pl_orbincl,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,st_bmvj,pl_rade,pl_disc
Kepler-46,c,Transit,57.011,0.2799,0.0146,119.5304,0.376,,,,87.4,855,,5155,0.9,0.94,,,,,2012
Kepler-47,b,Transit,49.532,0.2962,0.035,635.8,2,0.27,0.27,,89.7,,,5636,1.04,0.96,,,,3.03,2012
Kepler-47,c,Transit,303.137,0.991,0.411,8901.2,28,0.411,0.411,,89.825,,,5636,1.04,0.96,,,,4.62,2012
Kepler-48,b,Transit,4.7779803,,,1888.326,5.94,0.191,0.191,,,,,5190,0.89,0.89,,,,2.14,2012
Kepler-48,c,Transit,9.6739283,,,3690.819,11.61,0.28,0.28,,,,,5190,0.89,0.89,,,,3.14,2012
Kepler-49,b,Transit,7.2037945,,,311.542,0.98,0.243,0.243,,,,,3974,0.55,0.53,,,,2.72,2012
Kepler-49,c,Transit,10.9129343,,,228.888,0.72,0.227,0.227,,,,,3974,0.55,0.53,,,,2.55,2012
Kepler-5,b,Transit,3.54846,0.05064,0.024,672.0406,2.114,1.431,1.431,0.894,86.3,,,6297,,2.02,,,,16.04,2010
Kepler-50,b,Transit,7.8125124,,,31.79,0.1,0.196,0.196,,,,,6058,1.23,1.88,,,,2.2,2012
Kepler-50,c,Transit,9.3761368,,,34.969,0.11,0.249,0.249,,,,,6058,1.23,1.88,,,,2.79,2012
Kepler-51,b,Transit,45.1555023,,,1026.817,3.23,0.629,0.629,,,,,5803,1,0.91,,,,7.05,2012
Kepler-51,c,Transit,85.3128662,,,826.54,2.6,0.509,0.509,,,,,5803,1,0.91,,,,5.71,2012
Kepler-52,b,Transit,7.8773565,,,2765.73,8.7,0.187,0.187,,,,,4075,0.54,0.52,,,,2.1,2012
Kepler-52,c,Transit,16.3850021,,,3309.339,10.41,0.164,0.164,,,,,4075,0.54,0.52,,,,1.84,2012
Kepler-53,b,Transit,18.6489525,,,5852.539,18.41,0.258,0.258,,,,,5858,0.98,0.89,,,,2.89,2012
Kepler-53,c,Transit,38.5583038,,,5003.746,15.74,0.283,0.283,,,,,5858,0.98,0.89,,,,3.17,2012
Kepler-54,b,Transit,8.0109434,,,292.468,0.92,0.187,0.187,,,,,3705,0.51,0.5,,,,2.1,2012
Kepler-54,c,Transit,12.0717249,,,117.623,0.37,0.11,0.11,,,,,3705,0.51,0.5,,,,1.23,2012
Kepler-55,b,Transit,27.9481449,,,473.671,1.49,0.217,0.217,,,,,4362,0.62,0.58,,,,2.43,2012
Kepler-55,c,Transit,42.1516418,,,352.869,1.11,0.197,0.197,,,,,4362,0.62,0.58,,,,2.21,2012
Kepler-56,b,Transit,10.5034294,,,1627.648,5.12,0.343,0.343,,,,,4931,1.37,3.14,,,,3.84,2012
Kepler-56,c,Transit,21.4050484,,,3872.022,12.18,0.7,0.7,,,,,4931,1.37,3.14,,,,7.85,2012
Kepler-57,b,Transit,5.7293196,,,5995.594,18.86,0.195,0.195,,,,,5145,0.83,0.73,,,,2.19,2012
Kepler-57,c,Transit,11.6092567,,,2209.405,6.95,0.138,0.138,,,,,5145,0.83,0.73,,,,1.55,2012
Kepler-58,b,Transit,10.2184954,,,441.881,1.39,0.248,0.248,,,,,5843,0.95,1.03,,,,2.78,2012
Kepler-58,c,Transit,15.5741568,,,696.201,2.19,0.255,0.255,,,,,5843,0.95,1.03,,,,2.86,2012
Kepler-59,b,Transit,11.8681707,,,651.695,2.05,0.098,0.098,,,,,6074,1.04,0.94,,,,1.1,2012
Kepler-59,c,Transit,17.9801235,,,435.523,1.37,0.177,0.177,,,,,6074,1.04,0.94,,,,1.98,2012
Kepler-6,b,Transit,3.234723,0.04567,0,212.6751,0.669,1.323,1.323,0.352,86.8,,,5826,,1.08,,,,14.83,2010
Kepler-60,b,Transit,7.1316185,,,79.475,0.25,0.203,0.203,,,,,5915,1.11,1.5,,,,2.28,2012
Kepler-60,c,Transit,8.9193459,,,178.024,0.56,0.22,0.22,,,,,5915,1.11,1.5,,,,2.47,2012
Kepler-60,d,Transit,11.9016171,,,216.172,0.68,0.227,0.227,,,,,5915,1.11,1.5,,,,2.55,2012
Kepler-7,b,Transit,4.885525,0.06224,0,137.6507,0.433,1.478,1.478,0.166,86.5,,,5934,,1.78,,,,16.567,2010
Kepler-8,b,Transit,3.52254,0.0483,0,191.6937,0.603,1.419,1.419,0.261,84.07,,,6025,,1.56,,,,15.906,2010
Kepler-9,b,Transit,19.24,0.14,0.15,80.1108,0.252,0.842,0.842,0.524,,,,5777,,1.01,,,,9.438,2010
Kepler-9,c,Transit,38.91,0.225,0.13,54.3609,0.171,0.823,0.823,0.383,,,,5777,,1.01,,,,9.225,2010
Kepler-9,d,Transit,1.592851,0.0273,,0,,0.146,0.146,,,,,5777,,1.01,,,,1.64,2011
LKCA 15,b,Imaging,40000,,,1907.4,6,,,,,,,,,,,,,,2011
Lupus-TR-3,b,Transit,3.91405,0.0464,0,257.499,0.81,0.89,0.89,1.4,88.3,2000,,5000,0.87,0.82,,,,9.976,2007
MOA 2007-BLG-192L,b,Microlensing,,,,3.179,0.01,,,,,,,,,,,,,,2008
MOA 2007-BLG-400L,b,Microlensing,,,,286.11,0.9,,,,,,,,,,,,,,2008
MOA 2008-BLG-310L,b,Microlensing,,,,73.117,0.23,,,,,,,,,,,,,,2009
MOA 2009-BLG-266L,b,Microlensing,2780,,,10.39533,0.0327,,,,,,,,,,,,,,2011
MOA 2009-BLG-319L,b,Microlensing,,,,49.9103,0.157,,,,,,,,,,,,,,2010
MOA 2009-BLG-387L,b,Microlensing,1970,,,826.54,2.6,,,,,,,,,,,,,,2011
MOA 2010-BLG-477L,b,Microlensing,,2,,476.85,1.5,,,,,2300,,5950,0.67,,,,,,2012
NGC 4349 127,b,Radial Velocity,677.8,2.38,0.19,0,,,,,,,,,,,,,,,2007
NN Ser,c,Eclipse Timing Variations,5660,5.38,,2196.689,6.91,,,,,,,,,,,,,,2010
NN Ser,d,Eclipse Timing Variations,2830,3.39,,724.812,2.28,,,,,,,,,,,,,,2009
NY Vir,b,Eclipse Timing Variations,2900,3.3,,731.17,2.3,,,,,,,,,,,,,,2011
OGLE 2003-BLG-235L,b,Microlensing,,,,826.54,2.6,,,,,,,,,,,,,,2004
OGLE 2005-BLG-169L,b,Microlensing,3300,,,12.716,0.04,,,,,,,,,,,,,,2005
OGLE 2005-BLG-390L,b,Microlensing,3500,,,5.4043,0.017,,,,,,,,,,,,,,2005
OGLE 2005-BLG-71L,b,Microlensing,3600,,,1208.02,3.8,,,,,,,,,,,,,,2005
OGLE 2006-BLG-109L,b,Microlensing,1825,,,225.709,0.71,,,,,,,,,,,,,,2008
OGLE 2006-BLG-109L,c,Microlensing,5100,,0.11,85.833,0.27,,,,59,,,,,,,,,,2008
OGLE 2007-BLG-368L,b,Microlensing,,,,22.06226,0.0694,,,,,,,,,,,,,,2008
OGLE-TR-056,b,Transit,1.21191096,0.01942,0,441.881,1.39,1.378,1.378,0.68,73.72,,15.3,6050,1.23,1.36,,,,15.446,2002
OGLE-TR-10,b,Transit,3.101278,0.0434,,197.098,0.62,1.25,1.25,0.4,90,,14.93,5950,1.14,1.17,,,,14.011,2004
OGLE-TR-111,b,Transit,4.0161,0.04689,,174.845,0.55,1.051,1.051,0.59,88.25,,15.55,5040,0.85,0.83,,,,11.781,2004
OGLE-TR-113,b,Transit,1.4324752,0.02289,,400.554,1.26,1.093,1.093,1.2,87.8,600,14.42,4790,0.78,0.77,,,,12.251,2004
OGLE-TR-132,b,Transit,1.689868,0.03035,,375.122,1.18,1.2,1.2,0.85,83.4,2500,15.72,6210,1.3,1.32,,,,13.451,2004
OGLE-TR-182,b,Transit,3.9791,0.051,0,321.079,1.01,1.13,1.13,,85.7,,,5924,1.14,1.14,,,,12.666,2007
OGLE-TR-211,b,Transit,3.67724,0.051,0,327.437,1.03,1.36,1.36,,87.2,,,6325,1.33,1.64,,,,15.244,2007
OGLE2-TR-L9,b,Transit,2.4855335,0.0308,,1430.55,4.5,1.61,1.61,,79.8,,,6933,1.52,1.53,,,,18.046,2007
Oph 11,b,Imaging,730000,,,6675.9,21,,,,,,,,,,,,,,2012
PSR B1257+12,b,Pulsar Timing,25.262,0.19,0,0.022253,0.00007,,,,,,,,,,,,,,1992
PSR B1257+12,c,Pulsar Timing,66.5419,0.36,0.0186,4.1327,0.013,,,,53,,,,,,,,,,1992
PSR B1257+12,d,Pulsar Timing,98.2114,0.46,0.0252,3.8148,0.012,,,,47,,,,,,,,,,1992
PSR B1620-26,b,Pulsar Timing,36525,23,,794.75,2.5,,,,55,,,,,,,,,,1994
Pr0201,b,Radial Velocity,4.4264,,0,171.666,0.54,,,,,,,6174,1.23,1.17,,,,,2012
Pr0211,b,Radial Velocity,2.1451,,0,586.2076,1.844,,,,,,,5326,0.95,0.87,,,,,2012
Qatar-1,b,Transit,1.420033,0.02343,0,346.511,1.09,1.164,1.164,0.918,83.47,,,4861,0.85,0.82,,,,13.047,2010
Qatar-2,b,Transit,1.3371182,0.02149,0,790.6173,2.487,1.144,1.144,2.208,88.3,,,4645,0.74,0.71,,,,12.823,2011
SR 12 AB,c,Imaging,,,,4132.7,13,,,,,,,,,,,,,,2011
SWEEPS-11,b,Transit,1.796,0.03,,3083.63,9.7,1.13,1.13,,,8500,,,1.1,1.45,,,,12.666,2006
SWEEPS-4,b,Transit,4.2,0.055,,1208.02,3.8,0.81,0.81,,,8500,,,1.24,1.18,,,,9.079,2006
TrES-1,b,Transit,3.030065,0.03925,0,239.0608,0.752,1.067,1.067,0.769,90,152.3,11.79,5230,0.88,0.81,,,0.78,11.96,2004
TrES-2,b,Transit,2.47063,0.03556,0,381.1621,1.199,1.272,1.272,0.77,83.62,213,11.411,5850,0.98,1,,,0.619,14.258,2006
TrES-3,b,Transit,1.30618581,0.02282,0,607.189,1.91,1.336,1.336,0.994,81.85,228,12.402,5650,0.93,0.83,,,0.712,14.975,2007
TrES-4,b,Transit,3.553945,0.05091,0,292.1501,0.919,1.799,1.799,0.209,82.86,492,11.592,6200,1.4,1.85,,,0.52,20.165,2007
TrES-5,b,Transit,1.4822446,0.02446,0,565.2262,1.778,1.209,1.209,1.25,84.529,360,,5171,0.89,0.87,,,,13.552,2011
UScoCTIO 108,b,Imaging,,,,4450.6,14,,,,,,,,,,,,,,2007
V391 Peg,b,Pulsar Timing,1170,1.7,0,1017.28,3.2,,,,,,,,,,,,,,2007
WASP-1,b,Transit,2.5199449,,0,291.8322,0.918,1.514,1.514,0.328,88.65,408,11.79,6110,1.3,1.52,,,0.928,16.97,2006
WASP-10,b,Transit,3.0927616,0.03781,,1001.385,3.15,1.03,1.03,3.91,89.5,90,,4675,0.75,0.7,,,,11.545,2008
WASP-11,b,Transit,3.7224747,0.0435,0,154.8173,0.487,1.005,1.005,0.594,88.6,121.7,,4980,0.83,0.79,,,,11.265,2008
WASP-12,b,Transit,1.091423,0.0229,0.049,448.239,1.41,1.79,1.79,0.24,83.1,,,6300,1.35,1.57,,,,20.1,2008
WASP-13,b,Transit,4.353011,0.05362,0,151.6383,0.477,1.389,1.389,0.222,85.19,155,,5826,1.09,1.56,,,,15.569,2008
WASP-14,b,Transit,2.243752,0.036,0.091,2333.7039,7.341,1.281,1.281,4.656,84.32,160,,6475,1.21,1.31,,,,14.36,2008
WASP-15,b,Transit,3.7520656,0.0499,0,172.3018,0.542,1.428,1.428,0.247,85.5,,,6300,1.18,1.48,,,,16.01,2008
WASP-16,b,Transit,3.1186009,0.0421,0,271.8045,0.855,1.008,1.008,1.104,85.22,,,5700,1.02,0.95,,,,11.3,2009
WASP-17,b,Transit,3.7354417,0.051,0.129,155.771,0.49,1.74,1.74,0.122,87.8,400,,6550,1.2,1.38,,,,19.5,2009
WASP-18,b,Transit,0.94145299,0.02026,0.0092,3315.697,10.43,1.165,1.165,8.78,86,100,9.303,6400,1.28,1.23,HD 10069,HIP 7562,0.46,13.059,2009
WASP-19,b,Transit,0.78884,0.01655,0.0046,371.3072,1.168,1.386,1.386,0.583,79.4,250,,5500,0.97,0.99,,,,15.536,2009
WASP-2,b,Transit,2.152226,,0,290.5606,0.914,1.117,1.117,0.87,84.8,165.8,11.98,5200,0.89,0.84,,,,12.52,2006
WASP-21,b,Transit,4.322482,0.052,0,95.37,0.3,1.07,1.07,0.319,88.75,242,,5800,1.01,1.06,,,,11.994,2010
WASP-22,b,Transit,3.5327313,0.04698,0,186.9252,0.588,1.158,1.158,0.503,88.26,300,,5958,1.11,1.22,,,,12.98,2010
WASP-23,b,Transit,2.9444256,0.0376,0.062,281.0236,0.884,0.962,0.962,,88.39,,,5150,0.78,0.77,,,,10.783,2011
WASP-24,b,Transit,2.34121242,0.03651,0,340.4709,1.071,1.3,1.3,0.648,83.64,,,6075,1.18,1.33,,,,14.571,2010
WASP-25,b,Transit,3.764825,0.0473,0,184.382,0.58,1.22,1.22,0.422,88,,,5703,1,0.92,,,,13.675,2010
WASP-26,b,Transit,2.7566004,0.03985,0,326.8012,1.028,1.281,1.281,0.649,82.91,250,,5939,1.11,1.3,,,,14.359,2010
WASP-28,b,Transit,3.408821,0.0455,0.046,289.289,0.91,1.12,1.12,,89.1,,,,,,,,,12.554,2010
WASP-29,b,Transit,3.922727,0.0457,0.03,77.5676,0.244,0.792,0.792,0.65,88.8,70,,4800,0.82,0.81,,,,8.878,2010
WASP-3,b,Transit,1.846835,0.03151,0,559.504,1.76,1.29,1.29,1.037,84.93,220,,6400,1.24,1.31,,,,14.5,2007
WASP-31,b,Transit,3.4059096,0.04659,0,151.9562,0.478,1.549,1.549,0.172,84.41,360,,6302,1.16,1.25,,,,17.363,2010
WASP-32,b,Transit,2.718659,0.0394,0.018,1144.44,3.6,1.18,1.18,2.926,85.3,,,6100,1.1,1.11,,,,13.227,2010
WASP-33,b,Transit,1.2198669,0.02555,,1303.39,4.1,1.497,1.497,,87.67,116,8.142,7430,1.5,1.44,HD 15082,HIP 11397,0.27,16.78,2010
WASP-34,b,Transit,4.3176782,0.0524,0.038,187.561,0.59,1.22,1.22,0.452,85.2,120,,5700,1.01,0.93,,,,13.675,2010
WASP-35,b,Transit,3.161575,0.04317,0,228.888,0.72,1.32,1.32,0.426,87.96,,,5990,1.07,1.09,,,,14.796,2011
WASP-36,b,Transit,1.5373653,0.02643,0,732.1237,2.303,1.281,1.281,1.458,83.61,450,,5959,1.04,0.95,,,,14.359,2010
WASP-37,b,Transit,3.577469,0.0446,0,572.22,1.8,1.16,1.16,1.53,88.82,343,,5800,0.93,1,,,,13.002,2010
WASP-38,b,Transit,6.871815,0.07522,0.0314,855.4689,2.691,1.094,1.094,2.74,88.69,110,,6150,1.2,1.33,HD 146389,,,12.263,2010
WASP-39,b,Transit,4.055259,0.0486,0,89.012,0.28,1.27,1.27,0.186,87.83,230,,5400,0.93,0.9,,,,14.235,2011
WASP-4,b,Transit,1.33823187,0.02312,0,393.2423,1.237,1.413,1.413,0.774,88.8,300,,5500,0.93,0.91,,,,15.838,2007
WASP-41,b,Transit,3.052401,0.0402,0,292.468,0.92,1.2,1.2,0.665,87.7,180,,5450,0.93,0.9,,,,13.451,2010
WASP-42,b,Transit,4.9816872,0.0548,0.06,158.95,0.5,1.08,1.08,0.528,88.25,160,,5200,0.88,0.86,,,,12.106,2012
WASP-43,b,Transit,0.813475,0.0142,0,565.862,1.78,0.93,0.93,2.939,82.6,80,,4400,0.58,0.6,,,,10.424,2011
WASP-44,b,Transit,2.4238039,0.03473,0,282.6131,0.889,1.14,1.14,0.811,86.02,,,5410,0.95,0.93,,,,12.778,2011
WASP-45,b,Transit,3.1260876,0.04054,0,320.1253,1.007,1.16,1.16,0.851,84.47,,,5140,0.91,0.94,,,,13.002,2011
WASP-46,b,Transit,1.43037,0.02448,0,667.9079,2.101,1.31,1.31,1.25,82.63,,,5620,0.96,0.92,,,,14.684,2011
WASP-47,b,Transit,4.1591399,0.052,0.11,362.406,1.14,1.15,1.15,0.984,89.2,200,,5350,1.08,1.15,,,,12.89,2012
WASP-48,b,Transit,2.143634,0.03444,0,311.542,0.98,1.67,1.67,0.279,80.09,,,5920,1.19,1.75,,,,18.719,2011
WASP-49,b,Transit,2.7817387,0.0379,0,120.1662,0.378,1.115,1.115,0.363,84.89,170,,5600,0.94,0.98,,,,12.498,2012
WASP-5,b,Transit,1.62843142,0.02702,0,498.4672,1.568,1.167,1.167,1.224,85.58,300,,5700,1,1.08,,,,13.081,2007
WASP-50,b,Transit,1.9550959,0.02945,0.009,466.6772,1.468,1.153,1.153,1.274,84.74,230,,5400,0.89,0.84,,,,12.924,2011
WASP-55,b,Transit,4.465633,0.0533,0.2,181.203,0.57,1.3,1.3,0.346,89.2,330,,5960,1.01,1.06,,,,14.572,2012
WASP-6,b,Transit,3.361006,0.0421,0.054,159.9037,0.503,1.224,1.224,0.359,88.47,,,5450,0.88,0.87,,,,13.72,2008
WASP-61,b,Transit,3.8559,0.0514,0.26,654.874,2.06,1.24,1.24,1.423,89.35,480,,6320,1.22,1.36,,,,13.899,2012
WASP-62,b,Transit,4.411953,0.0567,0.21,181.203,0.57,1.39,1.39,0.279,88.3,160,,6280,1.25,1.28,,,,15.581,2012
WASP-63,b,Transit,4.37809,0.0574,0.22,120.802,0.38,1.43,1.43,0.173,87.8,330,,5570,1.32,1.88,,,,16.029,2012
WASP-66,b,Transit,4.086052,0.0546,0.11,737.528,2.32,1.39,1.39,1.144,85.9,380,,6580,1.3,1.75,,,,15.581,2012
WASP-67,b,Transit,4.61442,0.0517,0.2,133.518,0.42,1.4,1.4,0.213,85.8,225,,5240,0.87,0.87,,,,15.693,2012
WASP-7,b,Transit,4.954658,0.0618,0,305.184,0.96,1.33,1.33,0.545,89.6,140,,6400,1.28,1.43,HD 197286,,,14.908,2008
WASP-78,b,Transit,2.17517632,0.0362,0,282.931,0.89,1.7,1.7,0.2394,83.2,550,,6100,1.17,1.6,,,,19.055,2012
WASP-79,b,Transit,3.6623866,0.0535,0,286.11,0.9,2.09,2.09,2.7797,83.3,240,,6600,1.38,1.53,,,,23.427,2012
WASP-8,b,Transit,8.158715,0.0801,0.31,713.3676,2.244,1.038,1.038,,88.55,87,,5600,1.03,0.94,,,,11.63,2008
WTS-1,b,Transit,3.352057,0.047,0.1,1274.779,4.01,1.49,1.49,1.61,85.5,3200,,6250,1.2,1.15,,,,16.7,2012
XO-1,b,Transit,3.94150685,0.049,0,292.468,0.92,1.21,1.21,0.64,88.8,172,11.19,5750,1.03,0.94,,,0.66,13.563,2006
XO-2,b,Transit,2.615864,0.0368,,179.6135,0.565,0.996,0.996,,,148,11.18,5340,0.97,0.98,,,0.82,11.164,2007
XO-3,b,Transit,3.1915239,0.0454,0.26,3748.041,11.79,1.217,1.217,8.1,84.2,174,,6429,1.21,1.38,,,,13.641,2007
XO-4,b,Transit,4.12502,0.0555,0,546.788,1.72,1.34,1.34,,88.7,293,,6397,1.32,1.56,,,,15.02,2008
XO-5,b,Transit,4.187757,0.0488,,336.6561,1.059,1.109,1.109,0.96,86.7,260,,5370,0.88,1.08,,,,12.431,2008
alpha Ari,b,Radial Velocity,380.8,1.2,0.25,0,,,,,,20.2,2,4553,1.5,13.9,HD 12929,HIP 9884,1.15,,2011
alpha Cen B,b,Radial Velocity,3.2357,0.04,0,0,,,,,,1.35,1.34,5214,0.93,0.86,HD 128621,HIP 71681,0.84,,2012
beta Pic,b,Imaging,6000,8,,2543.2,8,,,,,19.28,3.85,,,,HD 39060,HIP 27321,0.17,,2008
epsilon CrB,b,Radial Velocity,417.9,1.3,0.11,2129.93,6.7,,,,,70.42,4.15,,,,HD 143107,HIP 78159,1.23,,2012
epsilon Eri,b,Radial Velocity,2502,3.39,0.702,0,,,,,30.1,3.22,3.73,,0.83,,HD 22049,HIP 16537,0.88,,2000
epsilon Tau,b,Radial Velocity,594.9,1.93,0.151,0,,,,,,47.5,3.54,4901,2.7,13.7,HD 28305,HIP 20889,1.01,,2007
gamma 1 Leo,b,Radial Velocity,428.5,1.19,0.144,0,,,,,,38.5,1.98,4330,1.23,31.88,HD 89484,HIP 50583A,1.15,,2009
gamma Cep,b,Radial Velocity,903.3,2.05,0.049,0,,,,,,13.8,3.21,4888,1.4,4.9,HD 222404,HIP 116727,1.03,,2003
kappa CrB,b,Radial Velocity,1251,2.6,0.073,508.64,1.6,,,,,31.1,4.82,4877,1.51,5,HD 142091,HIP 77655,1,,2007
ksi Aql,b,Radial Velocity,136.75,0.68,0,0,,,,,,62.66,4.68,,,,HD 188310,HIP 97938,1.05,,2008
nu Oph,b,Radial Velocity,530.32,1.9,0.1256,7629.6,24,,,,,46.8,3.34,4928,3.04,15.1,HD 163917,HIP 88048,0.99,,2004
nu Oph,c,Radial Velocity,3186,6.1,0.165,8583.3,27,,,,,46.8,3.34,4928,3.04,15.1,HD 163917,HIP 88048,0.99,,2010
omicron CrB,b,Radial Velocity,187.83,0.83,0.191,476.85,1.5,,,,,84,5.51,4749,2.13,10.5,HD 136512,HIP 75049,1.02,,2012
omicron UMa,b,Radial Velocity,1630,3.9,0.13,1303.39,4.1,,,,,56.3,3.36,5242,3.09,14.1,HD 71369,HIP 41704,0.85,,2012
rho CrB,b,Radial Velocity,39.845,0.22,0.04,0,,,,,,17.43,5.4,,,,HD 143761,HIP 78459,0.6,,1997
tau Boo,b,Radial Velocity,3.3135,0.046,0.018,0,,,,,,15.6,4.5,,,,HD 120136,HIP 67275,0.48,,1996
upsilon And,b,Radial Velocity,4.617033,0.059222,0.0215,0,,,,,,13.47,4.1,,,,HD 9826,HIP 7513,0.54,,1996
upsilon And,c,Radial Velocity,241.258,0.827774,0.2596,0,,,,,,13.47,4.1,,,,HD 9826,HIP 7513,0.54,,1999
upsilon And,d,Radial Velocity,1276.46,2.51329,0.2987,0,,,,,,13.47,4.1,,,,HD 9826,HIP 7513,0.54,,1999
upsilon And,e,Radial Velocity,3848.86,5.24558,0.00536,0,,,,,,13.47,4.1,,,,HD 9826,HIP 7513,0.54,,2010
,,,,,,,,,,,,,,,,,,,,,
Min,,,,0.006,,0,,,,,,,,2949,,,,,,,
Max,,,,1168,,9988.418,,,,,,,,27730,,,,,,,
